OID_	base_bbl	bin	cnstrct_yr	doitt_id	feat_code	geomsource	globalid	groundelev	heightroof	date_lstmo	time_lstmo	lststatype	mpluto_bbl	name	shape_area	shape_len	bin_c	AREA	MEAN	USR_MWh	ElcPrd_MWh
5	1021700070	1076754	1991	293156	2100	Photogramm	{49287302-FCE4-4622-93E1-7E7EAE92CB97}	68	25.38	8/22/2017 0:00	00:00.0	Constructed	1021700070	 	9267.893298	0	1076754	5600	954.6647284	496.6715112	68.34199994
24	1010990012	1027137	1946	736641	2100	Photogramm	{4F30C643-4D78-43E0-ABF2-E7C78F38BCF3}	19	52.11	8/22/2017 0:00	00:00.0	Constructed	1010990012	 	8948.701816	0	1027137	8300	1148.511014	885.6122235	121.860242
26	1006920041	1012299	1928	182937	2100	Photogramm	{EAEA3213-B420-43BA-B920-248C86723275}	7	83.27	8/22/2017 0:00	00:00.0	Constructed	1006920041	 	13607.82554	0	1012299	9800	1094.866139	996.8216129	137.1626539
30	1008160031	1078658	1964	766335	2100	Photogramm	{DB0252B6-0CD7-4555-BD09-3BE8599B8DD3}	34	186.72	8/22/2017 0:00	00:00.0	Constructed	1008160031	 	11713.86644	0	1078658	5700	1014.433743	537.1911977	73.9175088
42	1011500041	1030261	1926	365840	2100	Photogramm	{283944A5-8998-48F2-8115-D86076D0E193}	90	167.22	8/22/2017 0:00	00:00.0	Constructed	1011500041	 	9102.680501	0	1030261	4700	1025.587746	447.8174647	61.61968314
46	1019310001	1058652	1907	427424	2100	Photogramm	{F9556FB6-CE83-4755-9C72-2F0BE0F68476}	29	79.68	8/22/2017 0:00	00:00.0	Constructed	1019310001	 	11292.96503	0	1058652	8900	1130.923034	935.0899769	128.6683808
60	1014110001	1082187	1930	103549	2100	Photogramm	{06D6562D-7069-4B6F-94F2-EE351D32875B}	59	199.31	8/22/2017 0:00	00:00.0	Constructed	1014110001	 	24148.61445	0	1082187	13400	1065.945356	1326.997443	182.5948481
61	1003820022	1004565	1953	44224	2100	Photogramm	{6FDBA20F-2462-4CDA-817C-2A2CFF39B25D}	9	31.2	8/22/2017 0:00	00:00.0	Constructed	1003820022	 	8954.377501	0	1004565	8400	1100.275962	858.6402777	118.1489022
65	1008670070	1017224	1912	375296	2100	Photogramm	{07641D59-0CC7-4AF8-A047-E54D1F4C1063}	79	152.99	8/22/2017 0:00	00:00.0	Constructed	1008670070	 	26877.75269	0	1017224	14400	1003.509351	1342.499898	184.727986
66	1021790106	1064343	1920	275648	2100	Photogramm	{65724D52-F6A5-48C2-A01D-2572247788A5}	188	69.90023735	8/22/2017 0:00	00:00.0	Constructed	1021790106	 	12473.11202	0	1064343	9300	1080.449004	933.506976	128.4505599
73	1011840019	1030988	1926	602662	2100	Photogramm	{F84B95C1-4ABE-49E3-806B-F3E3D2CA455F}	72	164.6	8/22/2017 0:00	00:00.0	Constructed	1011840019	 	11959.49473	0	1030988	5400	1011.32644	507.3591147	69.81261418
76	1005770019	1009713	1930	703933	2100	Photogramm	{A1F1F3B7-CA18-4440-B2AE-B27E3D503B12}	30	83.52	8/22/2017 0:00	00:00.0	Constructed	1005770019	 	25381.03077	0	1009713	22100	1092.665988	2243.417194	308.6942059
78	1020090033	1060067	1920	182843	2100	Photogramm	{5905897F-6CCF-4E54-B555-408FA2ECC0D8}	15	92.47	8/22/2017 0:00	00:00.0	Constructed	1020090033	 	9240.537444	0	1060067	7800	1102.276542	798.7585384	109.9091749
83	1002330026	1003051	1930	434031	2100	Photogramm	{D9B4A02B-93D1-46E9-B5E0-125C62C09113}	17	171.3418713	8/22/2017 0:00	00:00.0	Constructed	1002330026	 	9351.345735	0	1003051	6900	1107.428898	709.8969146	97.68181545
84	1009910060	1083709	1973	643362	2100	Photogramm	{53CFD267-1B6A-4259-B945-8405ED22C5D1}	7	355.58	8/22/2017 0:00	00:00.0	Constructed	1009910060	 	10724.27173	0	1083709	3800	992.4546428	350.3681419	48.21065633
85	1017680021	1074329	1960	393752	2100	Photogramm	{8139540D-D208-4B34-A35E-157CA7FE81D2}	16	32.62998316	8/22/2017 0:00	00:00.0	Constructed	1017680021	 	12584.24652	0	1074329	9600	1028.414469	917.2120613	126.2083796
86	1022120001	1082036	1951	638774	2100	Photogramm	{7C349D2E-0BD7-44DD-80FE-5F94B51F6763}	21	41.74	8/22/2017 0:00	00:00.0	Constructed	1022120001	 	39481.23359	0	1082036	38400	1142.812542	4076.961103	560.9898478
87	1015120052	1047659	1962	76801	2100	Photogramm	{FC6ABC4D-74C8-4043-A56A-382D53EDFC02}	85	146.03	8/22/2017 0:00	00:00.0	Constructed	1015120052	 	8703.599812	0	1047659	3200	981.841259	291.8916033	40.16428461
88	1006940058	1012337	1934	280349	2100	Photogramm	{214EAF42-514E-4C6F-B469-8D856DC645BB}	8	64.08	8/22/2017 0:00	00:00.0	Constructed	1006940058	 	14208.81763	0	1012337	11000	1026.997737	1049.524346	144.41455
106	1020990049	1062472	1910	842222	2100	Photogramm	{D01868D8-D3A4-429B-AD8D-8CB7375ACFC9}	92	68.66	8/22/2017 0:00	00:00.0	Constructed	1020990049	 	11433.04681	0	1062472	9200	1137.45461	972.1924596	133.7736824
118	1012130042	1032080	1905	502459	2100	Photogramm	{9E538646-6A5F-4CF5-B4F5-728A73DCC5A5}	82	60.8	8/22/2017 0:00	00:00.0	Constructed	1012130042	 	10402.8515	0	1032080	9000	1113.865323	931.3341728	128.1515822
123	1019780001	1084111	1956	272749	5110	Photogramm	{B1E13F08-20B0-443B-96D1-61FC5484C9DC}	72	10.38	8/28/2019 0:00	00:00.0	Constructed	1019780001	 	27576.20471	0	1084111	12500	870.7760664	1011.222775	139.1442539
128	1010350036	1024992	1928	654306	2100	Photogramm	{1372B382-C441-404E-9AA3-20C3940AC0BA}	39	40.17	8/22/2017 0:00	00:00.0	Constructed	1010350036	 	9714.318447	0	1024992	5700	864.7617905	457.9327387	63.01154484
143	1008440026	1016089	1920	350241	2100	Photogramm	{1E379A93-758A-4EF1-86D7-1CAB78D82827}	43	198.31	8/22/2017 0:00	00:00.0	Constructed	1008440026	 	8513.794805	0	1016089	4300	991.6800608	396.1597805	54.5115858
144	1003780017	1084876	1994	965723	2100	Photogramm	{54B4281A-E943-482E-8D3C-DA4983CABA19}	10	36.8	8/22/2017 0:00	00:00.0	Constructed	1003780017	 	10932.51816	0	1084876	9400	1143.562123	998.6607042	137.4157129
146	1019440018	1059061	1901	143110	2100	Photogramm	{25DD3DBD-65A3-468E-B215-31EB03934FA1}	33	87.5753607	8/22/2017 0:00	00:00.0	Constructed	1019440018	 	9429.134851	0	1059061	7300	1116.753421	757.3741837	104.2146877
153	1007420007	1013096	1931	533270	2100	Photogramm	{954EB760-29C3-4261-8C79-56E59C7680CA}	17	167.09	8/22/2017 0:00	00:00.0	Constructed	1007420007	 	35978.86744	0	1013096	21700	1093.596307	2204.687879	303.3650522
163	1007410067	1013089	1938	725728	2100	Photogramm	{F7E34D99-4770-4FAC-9C59-1D603E12ED08}	13	65.48757832	8/22/2017 0:00	00:00.0	Constructed	1007410067	 	9781.575271	0	1013089	7200	1090.727672	729.5905053	100.3916535
165	1000200004	1000803	1928	275485	2100	Photogramm	{41E3AAAE-B0A8-42C7-8315-E6912EC7DB06}	24	458.4955002	8/22/2017 0:00	00:00.0	Constructed	1000200004	 	16246.2447	0	1000803	3300	988.5673236	303.075295	41.70316059
166	1019230038	1058396	1910	175013	2100	Photogramm	{0F28C6C9-67AF-4B71-80D3-36909A007959}	29	61.99517672	8/22/2017 0:00	00:00.0	Constructed	1019230038	 	8803.566098	0	1058396	6000	1066.716886	594.6080248	81.81806422
167	1017300045	1053892	1958	129901	2100	Photogramm	{D1ECB470-17D8-4073-A49B-1C7B7262E18B}	15	145.5	8/22/2017 0:00	00:00.0	Constructed	1017300045	 	14995.63334	0	1053892	11700	1100.532235	1196.241803	164.6028722
168	1007320016	1012858	1930	82196	2100	Photogramm	{67456196-1B71-4E94-9437-561E51696CCC}	48	222.68	8/22/2017 0:00	00:00.0	Constructed	1007320016	 	8251.647267	0	1012858	2900	1007.135262	271.3414525	37.33658387
176	1007950028	1014730	1901	599707	2100	Photogramm	{A868CB13-7ECD-46E9-9A5F-BC65768D9D2F}	31	136.2	8/22/2017 0:00	00:00.0	Constructed	1007950028	 	14873.27356	0	1014730	10100	1106.961206	1038.685623	142.9231417
188	1018520031	1055905	1958	463571	2100	Photogramm	{E6D19507-9785-4784-8603-08AEB542F55E}	91	141.87	8/22/2017 0:00	00:00.0	Constructed	1018520031	 	14247.3495	0	1055905	10600	1060.964218	1044.809104	143.7657327
189	1014480017	1044904	1961	598866	2100	Photogramm	{75B63762-DB2B-4CFD-AD3C-76C447FF06EC}	36	113.31	8/22/2017 0:00	00:00.0	Constructed	1014480017	 	10795.60756	0	1044904	7200	1032.412957	690.5836445	95.02430948
192	1000630003	1001069	1973	658930	2100	Photogramm	{2867A9FF-DEAE-43AF-8DA7-7C167537F006}	28	447.62	8/22/2017 0:00	00:00.0	Constructed	1000630003	 	25161.08876	0	1001069	300	835.3744507	23.28267033	3.203695438
193	1022150116	1082780	1951	792205	2100	Photogramm	{C0CBAAC8-F9C7-47C2-B573-6C1DDB32C55B}	14	140.6227886	8/22/2017 0:00	00:00.0	Constructed	1022150116	 	9008.082802	0	1082780	6100	1122.81659	636.3103709	87.55630703
194	1018400029	1055495	1930	692303	2100	Photogramm	{0FE80CE3-3A24-4BB8-AAF3-B195EA5B8C3D}	90	215.52	8/22/2017 0:00	00:00.0	Constructed	1018400029	 	10885.39832	0	1055495	5300	1053.226127	518.5944197	71.35859215
198	1008390055	1075696	1900	103403	2100	Photogramm	{2CDE477F-488D-4FF7-B7AD-683993F7C76C}	70	154.22	8/22/2017 0:00	00:00.0	Constructed	1008390055	 	10469.28032	0	1075696	700	869.6680211	56.5564168	7.782162951
212	1006920023	1012296	1910	145665	2100	Photogramm	{4A2FCEB7-8EAA-4B78-B738-C8AB12B3CAC1}	8	80.92	8/22/2017 0:00	00:00.0	Constructed	1006920023	 	9159.763355	0	1012296	8500	1106.932102	874.1183837	120.2786896
213	1012450047	1084417	1929	484915	2100	Photogramm	{D30FFB6A-0658-43FB-9239-A864C2621C1E}	60	161.88	8/22/2017 0:00	00:00.0	Constructed	1012450047	 	8356.509564	0	1084417	4100	1100.589469	419.2176461	57.68434811
214	1008560058	1016881	1910	710720	2100	Photogramm	{4C2A571A-E6EB-4200-B863-BCA3ADFC9AF5}	34	176.566829	8/22/2017 0:00	00:00.0	Constructed	1008560058	 	14704.69238	0	1016881	5800	953.5636186	513.8164595	70.70114482
216	1015050040	1047125	1926	770431	2100	Photogramm	{8D147CEA-F319-4EB5-800C-20AAAFA81DD7}	112	154.23	8/22/2017 0:00	00:00.0	Constructed	1015050040	 	12064.87468	0	1047125	7400	1042.60664	716.7745088	98.62817242
223	1015690035	1050636	1925	246608	2100	Photogramm	{0EBF2215-48CF-466A-BCFB-F617793A248A}	28	21.61947629	8/22/2017 0:00	00:00.0	Constructed	1015690035	 	14868.94665	0	1050636	9800	903.6525256	822.7310502	113.2077925
224	1016030069	1051480	1926	794958	2100	Photogramm	{8DC21938-EFA8-4788-9955-BCDF29A24669}	67	167.16	8/22/2017 0:00	00:00.0	Constructed	1016030069	 	9250.652116	0	1051480	4800	1037.86631	462.8209374	63.68416099
226	1021790070	1064334	1920	447805	2100	Photogramm	{52606E99-0E82-430C-A03D-4814E45CBF5E}	175	71.86	8/22/2017 0:00	00:00.0	Constructed	1021790070	 	9479.908771	0	1064334	6100	1180.373188	668.9282181	92.04452281
231	1017600001	1081108	1947	706592	2100	Photogramm	{C990D0F9-23F7-4236-9721-D25E04F669B6}	12	120.69	8/22/2017 0:00	00:00.0	Constructed	1017600001	 	12104.53936	0	1081108	8400	1066.757318	832.4827868	114.5496315
232	1016220037	1051675	2004	990193	2100	Photogramm	{46071CA1-B5E5-4311-895F-0FD77AF1C452}	30	54.37	8/22/2017 0:00	00:00.0	Constructed	1016220037	 	9794.082675	0	1051675	9200	1169.852752	999.8834362	137.5839608
234	1008790030	1018045	1936	417402	2100	Photogramm	{40A3EC00-575A-499F-BB28-1EA23386195C}	28	57.46	8/22/2017 0:00	00:00.0	Constructed	1008790030	 	24905.26423	0	1018045	8100	869.8856148	654.6022799	90.07327371
242	1014220005	1081218	1950	219865	2100	Photogramm	{D3C6FF58-00C9-4E22-8D88-71EF81655167}	73	126.63	8/22/2017 0:00	00:00.0	Constructed	1014220005	 	9189.076651	0	1081218	7400	1066.822731	733.4226635	100.9189585
249	1014020029	1072190	1886	48401	2100	Photogramm	{B12DAA40-091F-476F-8260-BF80D017707A}	78	104.18	8/22/2017 0:00	00:00.0	Constructed	1014020029	 	13379.1243	0	1072190	6800	1059.530217	669.348979	92.10241951
254	1011320020	1085404	1950	727462	2100	Photogramm	{9B7DB22C-B317-44B4-AE01-01D4B4BC20BF}	86	207.62	8/22/2017 0:00	00:00.0	Constructed	1011320020	 	14927.60697	0	1085404	4800	973.6379471	434.1792609	59.74306629
258	1016320011	1081341	1924	827760	2100	Photogramm	{883EF0AE-C73F-487D-8E57-22B462E5D95D}	14	97.71	8/22/2017 0:00	00:00.0	Constructed	1016320011	 	12587.00057	0	1081341	6600	1052.295769	645.2263655	88.78314789
268	1000160100	1083378	1983	850068	2100	Photogramm	{28A51229-A03A-4D3E-831C-A337418D2345}	16	299.17	8/22/2017 0:00	00:00.0	Constructed	1000160100	 	35650.23858	0	1083378	20500	968.2198585	1843.988433	253.7328084
271	1003330001	1082667	1966	4370	2100	Photogramm	{D2DF5110-B325-4562-A5D1-F915D8DBAE65}	14	186.46	8/22/2017 0:00	00:00.0	Constructed	1003330001	 	28662.9781	0	1082667	17600	969.1803381	1584.702009	218.0549964
274	1007720075	1080525	1900	86387	2100	Photogramm	{CEEE84C9-28C2-46C1-A599-0DF7DDF357D1}	22	96.16	8/22/2017 0:00	00:00.0	Constructed	1007720075	 	19429.06084	0	1080525	15900	1134.302832	1675.546505	230.5551991
276	1015320016	1076327	1989	207199	2100	Photogramm	{6E9F1C28-46BD-4BBB-9AC8-1F7A9C33DD96}	64	203.55	8/22/2017 0:00	00:00.0	Constructed	1015320016	 	9428.542523	0	1076327	2300	970.8404541	207.4464687	28.54463409
284	1012710030	1034827	1900	380110	2100	Photogramm	{0B325879-54BE-4078-A51F-EF657C87B2EA}	61	143.78	8/22/2017 0:00	00:00.0	Constructed	1012710030	 	18188.68874	0	1034827	1800	878.0939094	146.8398106	20.20515793
288	1007670054	1082391	1912	211983	2100	Photogramm	{635FF3F0-CF54-4127-869F-77C2F8AFE5F2}	26	164.92	8/22/2017 0:00	00:00.0	Constructed	1007670054	 	10432.88726	0	1082391	5600	974.0474897	506.7555386	69.72956212
291	1022190032	1064741	1930	575533	2100	Photogramm	{BD8CEDF2-0D4D-4A13-8C6D-BECB5519F5B3}	18	22.05	8/22/2017 0:00	00:00.0	Constructed	1022190032	 	8118.533737	0	1064741	6900	1087.259675	696.9678048	95.90276994
296	1003860033	1004617	1973	157123	2100	Photogramm	{07718B5A-FF77-47BC-AA07-D804A6CA4956}	17	70.98	8/22/2017 0:00	00:00.0	Constructed	1003860033	Mariana Bracetti Plaza	18337.8139	0	1004617	15200	1123.563859	1586.615507	218.3182938
302	1021790489	1064380	1942	821234	2100	Photogramm	{C7C569A5-B334-46F9-A0D0-11332FC32A36}	217	79.53	8/22/2017 0:00	00:00.0	Constructed	1021790489	 	16940.60965	0	1064380	12200	1133.974511	1285.267332	176.8527848
308	1009100014	1019923	1940	326786	2100	Photogramm	{81FB5BCE-BCB0-463C-A6E0-72DDEA020F38}	39	58.49	8/22/2017 0:00	00:00.0	Constructed	1009100014	 	9119.299999	0	1019923	7800	1142.034407	827.5688525	113.8734741
313	1017260069	1053712	1921	612221	2100	Photogramm	{7DE16C46-4E25-4C7C-854F-FB76A1F8B827}	23	91.12	8/22/2017 0:00	00:00.0	Constructed	1017260069	 	8554.241074	0	1053712	7000	1133.314353	737.0191538	101.4138356
322	1010260021	1024850	1918	6536	2100	Photogramm	{E8133DDE-800D-4300-A8B7-C0EC3513C294}	74	87.1	8/22/2017 0:00	00:00.0	Constructed	1010260021	International Ladies Garment Workers U.	8582.182569	0	1024850	1500	844.4874186	117.6832865	16.19322023
328	1021690034	1064029	1920	696591	2100	Photogramm	{9D9B1621-5724-4C82-BD4B-47DD6009EAB6}	216	68.52	8/22/2017 0:00	00:00.0	Constructed	1021690034	 	8156.362804	0	1064029	5800	1136.169043	612.2112292	84.24026514
329	1015590019	1050350	1956	798073	2100	Photogramm	{F7FE7A70-9D58-479A-ABFD-0B2418098C5C}	39	125.15	8/22/2017 0:00	00:00.0	Constructed	1015590019	 	26935.63507	0	1050350	13300	1065.904694	1317.044234	181.2252866
331	1012750027	1035319	1950	100691	2100	Photogramm	{D85A338C-D706-4D8A-ACF8-A1F95D90CAD0}	71	476.29	8/22/2017 0:00	00:00.0	Constructed	1012750027	 	35647.52179	0	1035319	4700	944.933621	412.6002674	56.7737968
334	1013970066	1042058	1920	446395	2100	Photogramm	{A07FAD9B-B08B-42EE-BE4D-F78292C58B2E}	50	102.49	8/22/2017 0:00	00:00.0	Constructed	1013970066	 	8105.406929	0	1042058	4800	1024.428109	456.8283731	62.85958414
343	1006000029	1010380	1925	700671	2100	Photogramm	{29EA72B3-C433-4CF0-8E5B-1153B22F5CD5}	13	40.16949488	8/22/2017 0:00	00:00.0	Constructed	1006000029	 	13110.37738	0	1010380	10500	1110.183253	1082.964739	149.0159481
345	1021800013	1064386	1925	368261	2100	Photogramm	{2ABBC4AD-854F-4563-BC02-5CD5A28C34D0}	235	62.6307046	8/22/2017 0:00	00:00.0	Constructed	1021800013	 	9876.539169	0	1064386	6800	1136.207317	717.7890684	98.76777581
353	1021360200	1063341	1922	787744	2100	Photogramm	{0B5D0DF6-A0F3-4E0B-99A9-E1EA4D9AF0DC}	144	69.59	8/22/2017 0:00	00:00.0	Constructed	1021360200	 	9583.75621	0	1063341	7500	1121.974853	781.7623162	107.5704947
359	1011950018	1031139	1930	383694	2100	Photogramm	{6763E2C4-4FFE-435D-BF14-648A61463FAE}	90	220.754342	8/22/2017 0:00	00:00.0	Constructed	1011950018	 	21893.20679	0	1031139	8300	1016.787232	784.0405454	107.8839791
364	1021700129	1064066	1963	621006	2100	Photogramm	{6BF0166E-6673-4F0E-A1C7-A0B207C7D809}	179	194.02	8/22/2017 0:00	00:00.0	Constructed	1021700129	 	9782.060999	0	1064066	6100	1053.171635	596.8419414	82.12545113
365	1019690012	1059609	1905	747528	2100	Photogramm	{2F7F833D-DDDE-4AB0-BF22-1B5B6EC1A90E}	54	38.61417159	8/22/2017 0:00	00:00.0	Constructed	1019690012	 	21327.06903	0	1059609	21100	1135.166337	2225.216669	306.1898137
366	1010300029	1024918	1963	804810	2100	Photogramm	{8C7D3EEB-AB3D-4688-A2F0-303AA2EF9D86}	84	317.36	8/22/2017 0:00	00:00.0	Constructed	1010300029	 	26506.61513	0	1024918	2200	884.7030418	180.8216996	24.88106586
370	1021800178	1064438	1940	510836	2100	Photogramm	{2FE91BA0-8D91-4C81-BF9B-9AF5ED7A8E04}	147	70.32	8/22/2017 0:00	00:00.0	Constructed	1021800178	 	8522.353588	0	1064438	6500	1135.430374	685.6527309	94.34581578
372	1008880020	1018473	1925	324459	2100	Photogramm	{0C6B431C-A4EB-4EBF-9B9D-FC92D9BB5799}	31	199.4618824	8/22/2017 0:00	00:00.0	Constructed	1008880020	New York Design Center (Furn. Exchange)	29052.946	0	1018473	19700	1084.23746	1984.362355	273.0482601
375	1021360167	1063335	1915	67117	2100	Photogramm	{CFF9E982-F350-4DC7-9CD1-C156F0C661D9}	135	77.32	8/22/2017 0:00	00:00.0	Constructed	1021360167	 	14938.15001	0	1063335	13000	1132.03878	1367.209296	188.1279992
386	1003310120	1076783	1949	640297	2100	Photogramm	{5EE18476-510F-4A19-8E08-3ED784D114E8}	20	122.51	8/22/2017 0:00	00:00.0	Constructed	1003310120	 	20375.10278	0	1076783	13200	1077.973161	1321.941464	181.8991454
390	1015050001	1047101	1925	664080	2100	Photogramm	{BFD3540E-5CB4-4DE2-A292-C26625CCD55F}	94	163.38	8/22/2017 0:00	00:00.0	Constructed	1015050001	 	11312.10002	0	1047101	6400	1052.319383	625.6880916	86.0946814
395	1021980018	1064489	1920	67656	2100	Photogramm	{955C044C-4401-46F9-B125-0D438C9CE4C9}	12	15.77	8/22/2017 0:00	00:00.0	Constructed	1021980018	 	10781.01952	0	1064489	10500	1165.808601	1137.226313	156.4823407
399	1014280045	1044011	1962	173097	2100	Photogramm	{5A350F20-C760-470F-974B-0C74B1C40658}	50	223.097243	8/22/2017 0:00	00:00.0	Constructed	1014280045	 	12579.992	0	1044011	3300	940.6232207	288.3765762	39.68061688
405	1014700033	1081243	1958	171397	2100	Photogramm	{213C9049-F0BE-4686-979F-D07940F7CA3D}	27	72.83	8/22/2017 0:00	00:00.0	Constructed	1014700033	 	13320.33899	0	1081243	8600	1110.108953	886.9403277	122.0429891
406	1021410029	1063463	1922	832844	2100	Photogramm	{931EF185-69DB-41EB-B7B0-2150FC1DBE20}	204	65.40158828	8/22/2017 0:00	00:00.0	Constructed	1021410029	 	11181.70916	0	1063463	8800	1139.519318	931.6112191	128.1897037
408	1012590001	1034202	1962	344	2100	Photogramm	{F210933B-8A83-4E48-A4EC-5B880F76767E}	65	273.84	8/22/2017 0:00	00:00.0	Constructed	1012590001	 	47665.55604	0	1034202	5500	916.4575218	468.2797471	64.4352932
409	1004440059	1066659	1936	427466	2100	Photogramm	{2C5D2982-4120-4D5A-817E-C3806FA04FAE}	36	73.48	8/22/2017 0:00	00:00.0	Constructed	1004440059	 	9145.154425	0	1066659	6300	1108.110676	648.5657856	89.2426521
410	1007570001	1013544	1929	661999	2100	Photogramm	{1B1BA91C-D52F-4AEE-88B1-C5D6808F4688}	45	47.690027	8/22/2017 0:00	00:00.0	Constructed	1007570001	 	9137.86019	0	1013544	3100	863.9305203	248.811733	34.23649446
412	1014800001	1084780	1956	562941	2100	Photogramm	{05CBC00F-A16E-4101-A10F-EC5E7D3921D9}	19	197.5826923	8/22/2017 0:00	00:00.0	Constructed	1014800001	 	74631.58195	0	1084780	48300	1069.355995	4798.436866	660.2649127
414	1019760056	1059667	1926	63194	2100	Photogramm	{390BB9E5-92F8-46D9-9402-8CC765E4B8C8}	100	55.67	8/22/2017 0:00	00:00.0	Constructed	1019760056	 	8610.424523	0	1059667	7200	1072.783196	717.5873999	98.74002622
426	1008650014	1017122	1926	482539	2100	Photogramm	{72535190-E3C4-4C26-9A51-669A6E591515}	70	373.6879355	8/22/2017 0:00	00:00.0	Constructed	1008650014	 	38308.82931	0	1017122	15500	984.0683988	1417.057031	194.9870475
430	1009720001	1082866	1945	789568	2100	Photogramm	{5F70508E-D47C-4A1D-9B5A-A377D725423D}	17	114.16	8/22/2017 0:00	00:00.0	Constructed	1009720001	430 E20/ 440 E20	14698.44847	0	1082866	8600	1108.569024	885.7099753	121.8736926
432	1008630044	1017084	1913	459793	2100	Photogramm	{15A4D871-7F91-4C01-8CD5-C9F7DEF5086C}	56	282.0175781	8/22/2017 0:00	00:00.0	Constructed	1008630044	 	15934.33344	0	1017084	4200	1028.194057	401.1942734	55.20433201
434	1006920015	1012294	1930	8706	2100	Photogramm	{7DEBB4DE-0FEF-4F12-9E02-740C3542B653}	7	139.18	8/22/2017 0:00	00:00.0	Constructed	1006920015	 	9020.42551	0	1012294	6000	1094.566711	610.1320403	83.95416875
440	1021150001	1062699	1909	143331	2100	Photogramm	{BF986342-4863-4F34-9DF5-E4FAE7DB329D}	104	83.18	8/22/2017 0:00	00:00.0	Constructed	1021150001	 	8292.879889	0	1062699	6700	1094.236443	681.1085357	93.72053451
462	1009780001	1083684	1947	508204	2100	Photogramm	{9E47FF82-D6A3-4506-9E19-76C31028CE6D}	12	141.32	8/22/2017 0:00	00:00.0	Constructed	1009780001	431 E20	9236.419805	0	1083684	5500	1036.263231	529.4965368	72.85872346
463	1014530043	1045264	1928	414913	2100	Photogramm	{FCF9DDCC-EAC6-4249-A1BC-539AD4E780A0}	42	164.729195	8/22/2017 0:00	00:00.0	Constructed	1014530043	 	11940.73129	0	1045264	7000	1057.022205	687.4046989	94.58688657
470	1021370065	1063361	1950	75014	2100	Photogramm	{72C0901A-138D-4B42-A872-C2FC80F36EC0}	127	81.98	8/22/2017 0:00	00:00.0	Constructed	1021370065	 	8916.491054	0	1063361	6800	1103.929363	697.3977523	95.96193071
471	1006560001	1012249	1960	1213667	5110	Photogramm	{1D7C698C-DAF4-424B-BAFB-391EA126B113}	8	43	8/22/2017 0:00	00:00.0	Constructed	1006560001	 	465232.2272	0	1012249	428200	1158.048848	46068.48045	6339.02291
480	1012360010	1033291	1924	113904	2100	Photogramm	{AAB5877B-E381-433C-AFD7-DCFCD09FE8FB}	83	162.74	8/22/2017 0:00	00:00.0	Constructed	1012360010	 	10289.36549	0	1033291	6000	1088.511514	606.7567597	83.48973013
481	1012200029	1032439	1986	557848	2100	Photogramm	{5488A30F-E2FE-4BD6-91A1-6B2AAA6AEE9E}	112	138.85	8/22/2017 0:00	00:00.0	Constructed	1012200029	 	20124.31757	0	1032439	8600	1067.300167	852.7375239	117.3366833
502	1021060320	1084184	1950	767208	2100	Photogramm	{C5D1B78F-B8C6-4F07-830B-82599AF443DC}	14	127.2438315	8/22/2017 0:00	00:00.0	Constructed	1021060320	 	14789.98796	0	1084184	7200	1086.399595	726.6954432	99.99329299
503	1020100018	1060087	1910	18764	2100	Photogramm	{3CDA18D7-45C5-40E8-8B61-1BA19929ED82}	21	67.49	8/22/2017 0:00	00:00.0	Constructed	1020100018	 	8449.679152	0	1060087	6600	1124.461255	689.4754021	94.87181533
504	1022350029	1064919	1925	539093	2100	Photogramm	{3CA81269-F625-45D2-BE0D-226582A3B999}	18	57.68841887	8/22/2017 0:00	00:00.0	Constructed	1022350029	 	11300.1402	0	1064919	8700	1157.344855	935.4323468	128.7154909
505	1006920019	1012295	1913	684658	2100	Photogramm	{9B521B8A-835C-4F29-BD97-E8E7B7E9B4A3}	7	115.53	8/22/2017 0:00	00:00.0	Constructed	1006920019	 	9244.373782	0	1012295	6700	1068.40226	665.0280234	91.50785603
511	1020710036	1061738	1916	769038	2100	Photogramm	{9BF6B1AA-CD67-47D5-B752-C0C5C6E21C13}	138	77.83	8/22/2017 0:00	00:00.0	Constructed	1020710036	 	8533.290475	0	1061738	6000	1115.335305	621.7088442	85.54713697
513	1014130040	1043252	1930	732094	2100	Photogramm	{7FB566E5-B0C7-4FFA-ABC9-D55B660B507D}	52	206.7613886	8/22/2017 0:00	00:00.0	Constructed	1014130040	 	13969.95065	0	1043252	7200	1054.030053	705.0433748	97.01396837
514	1010360014	1025009	1924	747343	2100	Photogramm	{741F7FE5-5E97-4A2F-BEA1-3CC129095C50}	38	102.66	8/22/2017 0:00	00:00.0	Constructed	1010360014	The Whitby Apt House	12372.97358	0	1025009	7400	1020.909278	701.8579377	96.57565223
520	1010360029	1025011	1966	465507	2100	Photogramm	{DB41CC12-398A-4B6E-A28B-21076CA880C0}	39	149.99	8/22/2017 0:00	00:00.0	Constructed	1010360029	 	9871.451306	0	1025011	2900	961.7610116	259.1167638	35.6544667
521	1014370041	1044377	1949	769887	2100	Photogramm	{5D33E67E-BB14-4765-8721-48A23AE72497}	50	67.6	8/22/2017 0:00	00:00.0	Constructed	1014370041	 	10972.65821	0	1044377	9400	1082.170084	945.0476858	130.0385616
