OID_,base_bbl,bin,cnstrct_yr,doitt_id,feat_code,geomsource,globalid,groundelev,heightroof,date_lstmo,time_lstmo,lststatype,mpluto_bbl,name,shape_area,shape_len,bin_c,AREA,MEAN,Us_SR_MWh,ElcPrd_MWh
4982,5028000037,5104123.000000000000000,1990.000000000000000,253939.000000000000000,2100.000000000000000,Photogramm,{09EA53BA-2E83-4200-8522-2D66987B7474},8.000000000000000,31.270000000000000,8/22/2017 0:00:00,00:00:00.000,Constructed,5028000037, ,268462.602689000021201,0.000000000000000,5104123,248600.000000000000000,1188.957621439999912,27460,3778.496000000000095
4995,5033720001,5049887.000000000000000,1979.000000000000000,245775.000000000000000,2100.000000000000000,Photogramm,{BEEED759-C315-47C7-90EF-BFF843E9A70C},15.000000000000000,20.480000000000000,8/22/2017 0:00:00,00:00:00.000,Constructed,5033720001, ,44596.278153100000054,0.000000000000000,5049887,43300.000000000000000,1175.159784539999919,4727,650.435200000000009
4997,5054950065,5114881.000000000000000,1996.000000000000000,217678.000000000000000,2100.000000000000000,Photogramm,{76138F41-C69F-4896-B2D8-63D32BAB4608},60.000000000000000,23.710000000000001,8/22/2017 0:00:00,00:00:00.000,Constructed,5054950065, ,15065.260166500000196,0.000000000000000,5114881,14600.000000000000000,1186.205220679999911,1609,221.398400000000009
5001,5012560040,5107180.000000000000000,1930.000000000000000,510139.000000000000000,2100.000000000000000,Photogramm,{65D80FB6-5E09-49AC-BF1A-6907060265FB},43.000000000000000,19.690000000000001,2/14/2009 0:00:00,00:00:00.000,Constructed,5012560040, ,8514.594409260000248,0.000000000000000,5107180,8300.000000000000000,1141.546745580000106,880,121.087999999999994
5004,5010450001,5024697.000000000000000,1950.000000000000000,424888.000000000000000,2100.000000000000000,Photogramm,{9258CD15-E5FC-4DB3-B101-C7992B14367D},46.000000000000000,25.469999999999999,8/22/2017 0:00:00,00:00:00.000,Constructed,5010450001, ,13019.284792399999787,0.000000000000000,5024697,12300.000000000000000,1143.702637209999921,1307,179.843199999999996
5036,5028200132,5042100.000000000000000,1917.000000000000000,762378.000000000000000,2100.000000000000000,Photogramm,{2ACFE371-038C-4A0A-84E0-0683D72362D6},7.000000000000000,93.629999999999995,8/22/2017 0:00:00,00:00:00.000,Constructed,5028200132, ,27362.944286499998270,0.000000000000000,5042100,10100.000000000000000,1033.015302900000052,969,133.334399999999988
5038,5012500090,5141900.000000000000000,2004.000000000000000,1054591.000000000000000,2100.000000000000000,Photogramm,{11AE4E9B-5CE5-4763-A7AC-8B59560AB7E6},14.000000000000000,29.270116609999999,8/22/2017 0:00:00,00:00:00.000,Constructed,5012500090, ,90964.792481099997531,0.000000000000000,5141900,85600.000000000000000,1183.239092680000113,9410,1294.816000000000031
5078,5002340001,5106712.000000000000000,1962.000000000000000,368683.000000000000000,2100.000000000000000,Photogramm,{86B91011-2E10-4FE1-884B-47F89BB6F032},49.000000000000000,42.750000000000000,8/22/2017 0:00:00,00:00:00.000,Constructed,5002340001, ,10033.134492799999862,0.000000000000000,5106712,6200.000000000000000,1166.093805129999964,672,92.467200000000005
5095,5014770009,5029207.000000000000000,1975.000000000000000,396606.000000000000000,2100.000000000000000,Photogramm,{4DA973E8-9CD7-47B8-AF87-88AD34D43E44},43.000000000000000,15.920000000000000,8/22/2017 0:00:00,00:00:00.000,Constructed,5014770009, ,11251.244431299999633,0.000000000000000,5029207,11000.000000000000000,1176.001803310000014,1202,165.395199999999988
5107,5024400002,5107380.000000000000000,1971.000000000000000,352230.000000000000000,2100.000000000000000,Photogramm,{FA682A46-2E9F-48A5-8348-0E59DDB6F6E9},25.000000000000000,19.809999999999999,8/22/2017 0:00:00,00:00:00.000,Constructed,5024400002, ,24582.744349699998565,0.000000000000000,5107380,23500.000000000000000,1182.505142019999994,2582,355.283200000000022
5143,5008730027,5090012.000000000000000,1967.000000000000000,824891.000000000000000,2100.000000000000000,Photogramm,{45C5FD15-C7A4-4A9C-A35F-C9E256D88822},280.000000000000000,22.180000000000000,8/22/2017 0:00:00,00:00:00.000,Constructed,5008730027, ,8418.432920839999497,0.000000000000000,5090012,7100.000000000000000,1175.447688570000082,775,106.640000000000001
5166,5033890057,5050091.000000000000000,1979.000000000000000,776630.000000000000000,2100.000000000000000,Photogramm,{C8A7BB49-8A27-4FB8-AC83-8C2FE5402FA2},10.000000000000000,12.590000000000000,8/22/2017 0:00:00,00:00:00.000,Constructed,5033890057, ,8281.248308579999502,0.000000000000000,5050091,8300.000000000000000,1183.829179509999904,913,125.628799999999998
5167,5005120001,5013430.000000000000000,1930.000000000000000,156452.000000000000000,2100.000000000000000,Photogramm,{BAAF9776-3939-465C-81DE-64F8700EE897},15.000000000000000,38.350000000000001,8/22/2017 0:00:00,00:00:00.000,Constructed,5005120001, ,13051.855857200000173,0.000000000000000,5013430,10300.000000000000000,1153.297141660000079,1104,151.910400000000010
5218,5079910050,5111461.000000000000000,1989.000000000000000,811025.000000000000000,2100.000000000000000,Photogramm,{70255F65-DCCD-404D-8926-2E019EC9C9A0},9.000000000000000,26.694102050000001,8/22/2017 0:00:00,00:00:00.000,Constructed,5079910050, ,19923.871197000000393,0.000000000000000,5111461,18400.000000000000000,1169.856043609999915,2000,275.199999999999989
5252,5000710025,5001763.000000000000000,1971.000000000000000,559952.000000000000000,2100.000000000000000,Photogramm,{1770DE9C-8D59-4846-BD88-23C73905B6F9},59.000000000000000,58.740000000000002,8/22/2017 0:00:00,00:00:00.000,Constructed,5000710025, ,11902.731093799999144,0.000000000000000,5001763,10400.000000000000000,1176.939014730000054,1137,156.451200000000000
5263,5001530001,5004195.000000000000000,1997.000000000000000,949643.000000000000000,2100.000000000000000,Photogramm,{76B8E943-C136-4BCC-9A6A-7CDEAAA36F71},88.000000000000000,17.629999999999999,8/22/2017 0:00:00,00:00:00.000,Constructed,5001530001, ,9986.517750249999153,0.000000000000000,5004195,8600.000000000000000,1178.609484300000076,942,129.619200000000006
5298,5055850062,5073839.000000000000000,1964.000000000000000,272727.000000000000000,2100.000000000000000,Photogramm,{282EDE4C-B0DB-4F60-88DB-FB5A0B98207A},65.000000000000000,37.090000000000003,8/22/2017 0:00:00,00:00:00.000,Constructed,5055850062, ,9184.170654780000405,0.000000000000000,5073839,6000.000000000000000,1146.106415810000044,639,87.926400000000001
5305,5015480150,5133437.000000000000000,2000.000000000000000,925565.000000000000000,2100.000000000000000,Photogramm,{8BBCAAF5-BC74-440B-B783-194127E2F92B},34.000000000000000,20.430000000000000,8/22/2017 0:00:00,00:00:00.000,Constructed,5015480150, ,15235.091603499999110,0.000000000000000,5133437,14900.000000000000000,1200.691112129999965,1662,228.691200000000009
5344,5020400400,5157292.000000000000000,1992.000000000000000,565498.000000000000000,2100.000000000000000,Photogramm,{AD8BB4C2-ED6F-4EAC-8AD0-FF110868E74C},110.000000000000000,24.745600150000001,11/16/2016 0:00:00,00:00:00.000,Constructed,5020400400, ,28437.266681500001141,0.000000000000000,5157292,24000.000000000000000,1186.695993300000055,2646,364.089600000000019
5351,5028420030,5104129.000000000000000,1989.000000000000000,82897.000000000000000,2100.000000000000000,Photogramm,{433E8EC5-EEF4-49E1-89C6-6B988A198B0A},10.000000000000000,27.910000000000000,8/22/2017 0:00:00,00:00:00.000,Constructed,5028420030, ,31541.352979399998731,0.000000000000000,5104129,27200.000000000000000,1178.971134630000051,2979,409.910399999999981
5401,5039010017,5055347.000000000000000,1968.000000000000000,999102.000000000000000,2100.000000000000000,Photogramm,{E9F9CE7B-D039-458C-94A6-4F049DD5590F},16.000000000000000,22.627840979999998,8/22/2017 0:00:00,00:00:00.000,Constructed,5039010017, ,56261.896630000002915,0.000000000000000,5055347,51200.000000000000000,1182.904060840000056,5627,774.275200000000041
5433,5005890063,5154615.000000000000000,1956.000000000000000,1199255.000000000000000,2100.000000000000000,Photogramm,{98B885DB-5323-43EB-8753-E059FE91241F},343.000000000000000,40.896988940000000,9/20/2013 0:00:00,00:00:00.000,Constructed,5005890063, ,11149.043891799999983,0.000000000000000,5154615,5800.000000000000000,1135.081137820000095,612,84.211200000000005
5451,5031280001,5163324.000000000000000,1931.000000000000000,577527.000000000000000,2100.000000000000000,Photogramm,{778CAE32-5313-4A90-8F98-28EA2BCCB965},92.000000000000000,33.460000000000001,6/24/2014 0:00:00,00:00:00.000,Constructed,5031280001, ,15584.908612699999139,0.000000000000000,5163324,8900.000000000000000,1193.104923549999967,987,135.811200000000014
5477,5074000060,5133834.000000000000000,2001.000000000000000,1154846.000000000000000,2100.000000000000000,Photogramm,{291326E2-176B-41AC-AB56-02410B12374F},50.000000000000000,19.780000000000001,8/22/2017 0:00:00,00:00:00.000,Constructed,5074000060, ,15556.363064200000736,0.000000000000000,5133834,11800.000000000000000,1166.569291450000037,1279,175.990399999999994
5481,5002020043,5005437.000000000000000,1931.000000000000000,659469.000000000000000,2100.000000000000000,Photogramm,{1E8934A2-D212-4E79-BE13-E40182418B82},31.000000000000000,18.210000000000001,8/22/2017 0:00:00,00:00:00.000,Constructed,5002020043, ,10751.305624900000112,0.000000000000000,5005437,9700.000000000000000,1187.455998059999956,1070,147.231999999999999
5510,5027050135,5041895.000000000000000,1979.000000000000000,267101.000000000000000,2100.000000000000000,Photogramm,{72EBD65B-E8CA-4304-8326-721E61F3ED65},11.000000000000000,36.960000000000001,8/22/2017 0:00:00,00:00:00.000,Constructed,5027050135, ,22814.401580400000967,0.000000000000000,5041895,18400.000000000000000,1146.878896299999951,1960,269.696000000000026
5540,5076260001,5087234.000000000000000,1975.000000000000000,106097.000000000000000,2100.000000000000000,Photogramm,{2E012A30-F639-4F94-AF27-FBC99E3BA1B1},27.000000000000000,30.053345610000001,8/22/2017 0:00:00,00:00:00.000,Constructed,5076260001, ,23466.666275200001110,0.000000000000000,5087234,20900.000000000000000,1149.128421469999921,2231,306.985599999999977
5589,5000080019,5000077.000000000000000,1951.000000000000000,496534.000000000000000,2100.000000000000000,Photogramm,{F8D231BB-5EC6-4278-B206-F1EBBE5E8A26},111.000000000000000,63.340000000000003,8/22/2017 0:00:00,00:00:00.000,Constructed,5000080019, ,9695.401793330000146,0.000000000000000,5000077,3800.000000000000000,1186.476832340000101,419,57.654400000000003
5612,5012380047,5028069.000000000000000,1931.000000000000000,33524.000000000000000,2100.000000000000000,Photogramm,{75C4649D-6641-4FDB-BBDF-CF0BFC8E9A1D},10.000000000000000,26.320000000000000,8/22/2017 0:00:00,00:00:00.000,Constructed,5012380047, ,8709.077768229999492,0.000000000000000,5028069,5900.000000000000000,1168.131489379999948,640,88.063999999999993
5613,5070540518,5110507.000000000000000,1990.000000000000000,191142.000000000000000,2100.000000000000000,Photogramm,{4B124811-C955-41F3-B479-86A4D5F3E5BC},52.000000000000000,14.480000000000000,8/22/2017 0:00:00,00:00:00.000,Constructed,5070540518, ,27825.210431100000278,0.000000000000000,5110507,25400.000000000000000,1180.801533620000100,2786,383.353599999999972
5616,5011170037,5114907.000000000000000,1993.000000000000000,595240.000000000000000,2100.000000000000000,Photogramm,{6B769C4E-98E7-4333-9141-29CCD5FF61B3},23.000000000000000,27.248891530000002,8/22/2017 0:00:00,00:00:00.000,Constructed,5011170037, ,9606.541481599999315,0.000000000000000,5114907,8500.000000000000000,1092.727740119999908,863,118.748800000000003
5620,5031710001,5046419.000000000000000,1931.000000000000000,460933.000000000000000,2100.000000000000000,Photogramm,{35D2CFE3-3CCD-4EB5-83AD-851BD3BD743B},97.000000000000000,52.009999999999998,8/22/2017 0:00:00,00:00:00.000,Constructed,5031710001, ,19257.841136899998673,0.000000000000000,5046419,15000.000000000000000,1166.891251629999942,1626,223.737599999999986
5626,5007700009,5106948.000000000000000,1961.000000000000000,691616.000000000000000,2100.000000000000000,Photogramm,{AA9ADE69-B668-4DAF-AE47-B56D03FAB9A7},215.000000000000000,12.140000000000001,8/22/2017 0:00:00,00:00:00.000,Constructed,5007700009, ,10085.710162100000161,0.000000000000000,5106948,9200.000000000000000,1173.383712770000102,1003,138.012799999999999
5698,5072060181,5104537.000000000000000,1990.000000000000000,500354.000000000000000,2100.000000000000000,Photogramm,{59AC58C8-C427-4F98-BADC-A35A681D9802},43.000000000000000,25.600000000000001,8/22/2017 0:00:00,00:00:00.000,Constructed,5072060181, ,11222.781816700000491,0.000000000000000,5104537,9800.000000000000000,1155.001286100000016,1052,144.755200000000002
5708,5010530138,5110061.000000000000000,1957.000000000000000,38720.000000000000000,2100.000000000000000,Photogramm,{F0C8E810-2FF8-4963-AFB5-318B466D8A88},26.000000000000000,20.655388380000002,8/22/2017 0:00:00,00:00:00.000,Constructed,5010530138, ,12757.582168299999466,0.000000000000000,5110061,12300.000000000000000,1175.913908669999955,1344,184.934400000000011
5720,5005450100,5108861.000000000000000,1962.000000000000000,263830.000000000000000,2100.000000000000000,Photogramm,{BE63DC97-85A9-4295-806E-8BE74BACB9E9},35.000000000000000,78.829999999999998,8/22/2017 0:00:00,00:00:00.000,Constructed,5005450100, ,13821.450823499999387,0.000000000000000,5108861,4400.000000000000000,1162.064917819999891,475,65.359999999999999
5753,5010370006,5024273.000000000000000,1950.000000000000000,300633.000000000000000,2100.000000000000000,Photogramm,{D453AB55-1CE5-45E0-A512-0D1C71E576FF},45.000000000000000,29.478898510000000,8/22/2017 0:00:00,00:00:00.000,Constructed,5010370006, ,18284.055712400000630,0.000000000000000,5024273,15400.000000000000000,1174.731860670000060,1681,231.305599999999998
5757,5071870001,5155005.000000000000000,1971.000000000000000,314773.000000000000000,2100.000000000000000,Photogramm,{DCEBFD9E-6056-475A-84DA-58DAD5A6D97C},31.000000000000000,18.789999999999999,6/24/2014 0:00:00,00:00:00.000,Constructed,5071870001, ,18053.544351299999107,0.000000000000000,5155005,17000.000000000000000,1172.653476850000061,1852,254.835199999999986
5782,5011610010,5108442.000000000000000,1945.000000000000000,937740.000000000000000,2100.000000000000000,Other (Man,{EE47AA35-6CA1-4198-8D43-DF951B2E4304},27.000000000000000,63.000000000000000,8/22/2017 0:00:00,00:00:00.000,Constructed,5011610010, ,16256.879046599999128,0.000000000000000,5108442,11800.000000000000000,1179.636728059999996,1293,177.916799999999995
5792,5004880071,5159763.000000000000000,2007.000000000000000,1226897.000000000000000,2100.000000000000000,Photogramm,{48E08A57-101C-4E53-BED3-F6E776CE488F},11.000000000000000,52.566531380000001,8/22/2017 0:00:00,00:00:00.000,Constructed,5004880071, ,13046.701328099999955,0.000000000000000,5159763,7800.000000000000000,1158.930607719999898,840,115.584000000000003
