bin,ElcPrd_MWh
1046410,77.95490983
1014560,264.4807928
1020430,41.9488643
1087955,39.18244174
1026951,88.46037625
1088892,57.0431628
1037988,38.05912297
1012277,489.8400215
1088120,26.19176625
1046256,355.2455483
1024656,41.71669083
1046258,66.03430681
1037605,4.326110457
1008811,79.82247823
1004927,121.5667249
1089242,123.9740269
1063372,108.7149028
1018246,53.00503856
1006110,139.8907406
1081691,731.9434041
1089385,78.57317095
1041938,51.41444204
1067973,8556.721619
1076069,52.87827755
1080443,5.290175539
1089009,174.5166377
1090390,26.15498163
1063445,99.24166463
1041291,104.2372587
1000059,94.69440738
1088394,75.41544841
1011690,174.5175561
1006510,86.23175885
1000058,308.724121
1083919,55.40017199
1088482,78.80227066
1081792,121.4171061
1089923,138.9291231
1086587,123.8285445
1012293,12.83234818
1090045,136.0637899
1089239,264.2041271
1088204,122.0316982
1088838,59.52991035
1088889,81.38163384
1089252,120.0152254
1012541,1433.590652
1086044,115.2157671
1016278,47.1608919
1089033,71.50157992
1083575,146.1412471
1035789,5.440939582
1042478,103.6782917
1042050,19.91125904
1012851,162.6190952
1083157,103.8717942
1081661,409.5382424
1080355,326.6060497
1019775,149.0690237
1043903,229.6400421
1053499,118.4618203
1049916,40.21208289
1080501,90.26532484
1016981,60.11686905
1003142,77.16746123
1042468,95.04316105
1012378,80.79530955
1020092,51.68461138
1081869,18.50306901
1019888,120.8371065
1081690,112.3730117
1090088,79.99255573
1090058,66.47048251
1086701,3.125715721
1090017,145.1941322
1088112,2042.708297
1063401,83.05191952
1076746,900.6804223
1061051,66.32574841
1083921,36.24307787
1081900,304.5050872
1085495,472.5394692
1080275,350.62168
1032228,40.82716585
1057056,85.94620573
1062307,142.7734469
1063246,162.623538
1062928,75.76894462
1084106,85.24741553
1085876,270.9335873
1033687,44.35316852
1064430,143.7590233
1081274,37.35538604
1090463,171.399207
1015867,109.7734465
1089633,121.714302
1088798,74.38475558
1076231,28.36145844
1055288,150.8788902
1022579,11.89373308
1083423,91.36250709
1087485,33.75093714
1085680,64.41176058
1055002,77.54219575
1074772,211.9135537
1007583,103.1022508
1087241,268.5079036
1089130,193.7398393
1003686,47.32559534
1036153,155.5099729
1083621,51.28237445
1001838,74.10801162
1089874,39.30547336
1089873,57.34660154
1015805,58.67820927
1007251,279.3808594
1041253,64.85846189
1002814,210.4061031
1012223,42.4004514
1059654,47.17697579
1006480,197.649736
1070358,8.224281204
1059410,1064.922827
1082851,173.7243031
1089315,266.5040782
1040070,150.4129806
1009746,165.941214
1037550,62.82166013
1087549,83.7997456
1076434,166.7922694
1087871,290.31086
1088197,835.2956868
1082908,1664.2488
1079608,101.4886128
1001678,130.9908453
1079605,96.48120467
1077421,59.42619914
1014345,70.06047689
1018205,204.3572401
1044182,85.85507044
1066526,217.893931
1023162,0
1081960,296.5163581
1001677,181.7622797
1001680,136.2286398
1064158,179.8067197
1038579,52.27455396
1085319,193.1808073
1085630,382.8538772
1027099,99.83703542
1055718,77.56655659
1089384,36.02018561
1088292,99.40161796
1061712,165.9157744
1089736,38.88955443
1036457,20.24678114
1050550,48.69589788
1080570,57.10780921
1064312,88.44866913
1090448,44.11991848
1089842,62.44561574
1036176,38.64811365
1016958,40.08642404
1018063,92.70976154
1064458,109.9523192
1063339,111.0703994
1020611,43.79281643
1080789,52.02978483
1009754,119.9619563
1082160,51.10431991
1055869,108.5876639
1033653,132.2241787
1063514,129.7755658
1085517,118.4387069
1088053,265.2719911
1043896,94.61485649
1051129,77.86807001
1083989,81.83005566
1047650,75.94178262
1080032,83.63591752
1078924,61.48190434
1030346,25.13951223
1013627,29.62471775
1083728,6.379799911
1064437,117.5430518
1052986,321.9757923
1015877,41.21209696
1085050,111.3171242
1026907,104.5257532
1064415,135.3459732
1004945,113.8598291
1013594,39.92895398
1001014,7.718939466
1063310,126.8219513
1085051,161.0398465
1082348,120.5808407
1031111,52.25279998
1063393,113.6629619
1047413,55.03537954
1063371,117.1252294
1022563,92.61169319
1051434,628.3110003
1063584,121.1522529
1022052,47.92067074
1063925,239.433386
1014489,46.95286721
1025241,144.6319127
1084720,134.3874864
1064847,84.19944355
1077559,86.54709143
1064584,109.7712038
1046992,55.30948059
1055910,166.2454298
1038570,322.7667238
1081826,119.81451559999999
1041804,30.5432258
1063247,119.4533853
1015900,124.103145
1036904,38.14907985
1081164,41.92989445
1012607,74.45023536
1013849,75.54531128
1020616,131.7808207
1051737,162.6571075
1085919,656.9863431
1019852,94.66830231
1024898,0
1063317,72.81775846
1087437,105.122289
1088083,245.771115
1080105,51.34342387
1086193,56.80284416
1064282,107.8439018
1020429,107.6900675
1088334,86.41524261
1082166,230.299788
1008725,103.535507
1040555,41.6737558
1080509,64.62987753
1064444,114.2326016
1085092,87.26391744
1063482,90.91605382
1064056,79.50260277
1082793,144.2568514
1004323,657.7720252
1059276,108.0880771
1064480,300.0956802
1043861,40.54376472
1085659,28.5744592
1084825,133.5308922
1015632,37.75124138
1044925,79.61008504
1064494,135.6588805
1058649,132.7370199
1063634,90.7660129
1064632,142.5776446
1079340,138.5248041
1001070,0
1083797,137.8224317
1018480,18.43732394
1035462,45.17417093
1022693,204.9463205
1082935,98.52777668
1063309,155.800238
1064247,127.2895137
1079920,45.39832703
1008997,140.8837602
1040156,47.97557662
1080076,199.772849
1086093,20.470015
1027095,940.6519191
1082066,186.6582006
1075618,16.67437262
1077569,133.5304463
1051447,88.23808189
1063828,98.70579119
1058671,634.5062522
1018502,73.5026006
1018513,71.03542283
1053901,224.0777463
1050338,235.0117132
1051492,134.1204589
1064743,133.2591992
1051437,74.68743764
1064212,120.103846
1081876,172.0984513
1063535,114.0828211
1059933,133.0931175
1052399,168.5785159
1028163,58.5849167
1009204,108.11885
1064434,108.1105723
1059859,99.29655935
1018159,88.40073228
1039984,97.11156265
1083686,90.2774579
1037588,29.48472338
1019647,101.2967826
1014200,37.82386318
1080317,93.92045141
1015317,70.94600431
1083699,81.9809706
1000811,82.15588701
1048105,69.33732562
1080967,288.3767467
1057127,123.3105088
1087325,53.53492521
1064949,133.1698958
1033612,116.1404607
1034254,24.22213397
1065037,120.6541824
1064406,115.7990007
1012503,127.0395767
1027155,242.6128235
1063614,112.1519867
1083516,203.7480422
1083420,167.0082449
1014425,22.09784159
1055067,97.63332987
1001021,81.51735772
1065060,129.284694
1053938,92.57397673
1064298,83.86485368
1059519,120.6799688
1034484,59.09363844
1064864,138.053385
1033312,97.52079928
1010421,442.9577883
1064058,117.97382
1087552,168.3868278
1016928,52.00212028
1041816,112.9070823
1082876,46.4106189
1012377,192.7030051
1011719,100.3277205
1020204,58.38179934
1064462,106.0230738
1085273,87.41421857
1089342,77.19466144
1077411,73.94369112
1014478,0
1086104,154.2909451
1084191,123.7389197
1036458,36.34704898
1079989,86.10640218
1041695,85.31154207
1009617,71.88865622
1088749,523.6049625
1036461,58.68651759
1013576,67.98024262
1063579,176.3162775
1034187,70.24982971
1036206,79.18602594
1078648,97.8299582
1063375,106.3649742
1080609,120.0255017
1016286,65.4678001
1006837,99.12129027
1025442,34.26663268
1016748,110.3881825
1034245,64.79495697
1021913,111.075138
1014255,98.54684047
1013260,198.44588100000001
1001290,59.69923055
1012827,87.49027889
1016035,40.7875154
1001842,334.8519949
1035408,6.596921433
1012256,1086.635292
1011843,169.74439280000001
1055990,472.4059769
1040466,41.37792114
1064390,101.0303903
1038897,39.23809579
1081783,251.6189636
1063449,147.5268099
1065047,215.5779423
1046946,154.7817344
1060903,105.7844214
1015680,94.64891339
1082730,39.67566056
1046861,32.33251222
1058616,97.17880679
1001112,0
1083696,76.80715711
1062319,98.94548353
1014718,321.5514705
1035251,17.78293539
1034108,109.777378
1015989,36.6518327
1064476,182.8145124
1044696,61.10408303
1083142,173.5018532
1063589,154.3941879
1085796,64.22187876
1036223,82.62297345
1012253,1595.486749
1027133,105.4990139
1001572,282.0033034
1087958,39.54536513
1081600,228.7122096
1048824,90.54061092
1064061,122.8903725
1035434,28.87029472
1001399,1.033797573
1080689,101.4135812
1012527,218.6440933
1024820,4.16258877
1063402,108.1475386
1000038,35.4592623
1055902,140.9660808
1064875,76.24001965
1024764,1.039272837
1016900,132.0115583
1055850,108.8478876
1081292,51.90818081
1016287,25.8334455
1048914,98.32110454
1087764,91.50884576
1088081,104.4168597
1056997,126.4547038
1004989,71.54802955
1015244,77.7561193
1058642,99.49416759
1001994,89.85532615
1033598,59.25571013
1081892,237.2486273
1013575,60.13144201
1077835,172.1279901
1001971,51.23832695
1054627,29.42273634
1059778,184.7176408
1043174,103.9750715
1064904,129.3105091
1013650,63.36156086
1086071,68.57760264
1081912,178.1112376
1024783,0
1004151,331.6376848
1063392,118.753158
1017788,79.659522140000007
1040809,27.56588612
1084588,131.8540255
1053897,280.6484845
1048480,63.92881325
1088271,91.31612784
1008818,117.0769333
1015051,78.94233448
1031595,46.62186754
1038917,25.23558035
1034136,66.05950875
1064221,128.2281504
1064517,144.3503189
1029959,59.63037006
1064293,94.78732255
1001232,43.57319049
1079143,684.3124102
1054512,111.35884
1024818,33.03117126
1088076,372.67523190000003
1085805,116.1183166
1065058,96.72602561
1076766,1419.572481
1061339,184.23547
1051175,82.29274411
1016888,63.13862779
1002932,8.452575545
1082886,59.38588759
1040855,71.85364664
1083401,186.2913074
1085707,110.8210428
1064410,111.3608255
1002604,82.376481
1083710,30.68730966
1015226,218.9014984
1051601,108.8959037
1007385,69.2435844
1002403,85.99766357
1045586,104.7262513
1082849,271.7280918
1063325,82.394786
1064742,100.0353516
1014169,51.68276275
1031099,98.52550681
1064870,117.6906191
1062332,118.9781293
1085970,39.45360776
1028618,94.32530636
1015177,0
1020570,113.0429811
1014441,52.22665433
1003286,290.0291488
1080029,106.3002534
1058648,118.545745
1006851,162.9294562
1062938,90.64853527
1010358,156.8220302
1014476,38.93104812
1041378,80.79051263
1090642,42.74617032
1017860,88.30214078
1054629,101.7143026
1065061,96.50172095
1053461,77.9006972
1064271,147.626991
1081024,18.08542544
1077284,142.8455731
1046255,46.07296853
1063300,467.6015041
1062471,106.5498418
1017989,42.51724016
1064442,93.41953777
1059780,101.9999137
1080001,85.50471253
1031008,129.2004138
1032089,93.79520242
1016151,89.24826991
1048044,37.65908663
1046831,96.96759942
1081126,2.097761452
1024665,73.23982413
1082795,66.1185528
1036453,0
1064163,206.8250176
1035393,61.97493068
1058643,107.5909057
1051470,122.3393946
1078375,97.69050999
1075311,82.56293928
1040722,195.3856836
1000832,37.52714887
1041363,82.09021802
1046917,99.06952869
1048509,60.14381858
1084785,86.74399269
1015045,29.17139344
1064449,125.0908282
1010379,344.3810664
1028234,25.99460876
1064379,99.34511984
1048402,79.85809257
1081114,58.01717331
1047665,67.95101518
1046827,40.22726661
1084518,85.51408642
1078034,81.03762069
1032045,112.0588181
1080643,64.16941823
1088155,153.3082563
1082045,281.6683026
1001607,119.6984605
1015000,113.2169553
1086423,0
1035713,21.60856821
1035759,13.52318093
1031706,1.052288741
1019090,71.01142043
1013540,102.5761424
1014571,74.40020638
1087442,112.9667773
1015275,116.4997714
1012154,581.3708793
1081583,77.20483095
1010357,1761.919868
1012335,45.08479993
1024894,32.38176743
1034102,96.07741888
1064234,290.9450497
1029960,64.75991424
1017191,83.79799022
1086081,72.04672121
1079995,147.6690996
1077365,72.79329892
1082056,191.9285678
1048492,294.8660914
1020599,178.6993555
1000849,37.95611405
1056393,84.04776101
1034207,1.0730856
1026054,0
1040160,140.8590546
1034224,64.84744075
1044361,77.2552499
1017945,45.15109803
1063374,111.6601801
1001060,32.83560163
1065075,154.8472617
1083700,74.22723324
1024842,47.08461771
1065056,134.9541752
1012318,50.88570298
1077558,87.23918661
1013219,142.5548551
1034512,46.04699033
1046268,47.12062132
1064402,141.0824062
1089354,20.32229538
1063337,97.54730056
1000020,26.37224656
1080878,58.57080331
1031643,112.0649367
1016213,96.06138376
1059689,285.8289262
1000859,93.30026496
1082575,88.27656315
1014300,50.00595512
1016201,130.7032738
1079347,85.93849671
1021905,97.28705105
1012300,8.461443688
1063318,167.6423327
1009539,51.23202166
1024710,8.50799342
1087381,106.4331983
1028817,87.9856163
1038634,45.05365247
1065036,124.0276541
1017015,87.12888384
1065045,1033.075907
1076173,40.32171004
1042740,49.445519
1024714,160.2791467
1018110,47.17674484
1008836,56.15124513
1054700,370.6121568
1014236,266.4015148
1080642,62.0749526
1023158,93.04381258
1044200,238.1712621
1064346,100.4277658
1082875,212.3472246
1006906,91.81659557
1037549,24.28632495
1053894,110.6421272
1012261,3024.269737
1086368,0
1018519,84.38322943
1064039,170.1220034
1019844,40.94706145
1057320,112.4727703
1034196,76.48803739
